name,price,link,image_url,vendor,handle,product_id
Pasta,"€2,50",https://upfront.nl/products/pasta-1,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/SWebsite_Pasta_CP_Still_v1_1.jpg?v=1772804868&width=750,Upfront Food Store,pasta-1,15587278815615
Blauwe Bessen,"€2,50",https://upfront.nl/products/blauwe-bessen,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/SWebsite_BlauweBessen_CP_Still_v1_1.jpg?v=1772806773&width=750,Upfront Food Store,blauwe-bessen,15587354575231
Smaakzouten,"€2,70",https://upfront.nl/products/keltisch-zeezout-kopie,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_ZeezoutCitroen_CP_Still_v1.jpg?v=1771411725&width=750,Upfront Food Store,keltisch-zeezout-kopie,15576996708735
Zwarte peper,"€2,70",https://upfront.nl/products/zwarte-peper,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_ZwartePeper_CP_Still_v1.jpg?v=1771411658&width=750,Upfront Food Store,zwarte-peper,15577002344831
Kefir,"€2,75",https://upfront.nl/products/kefir,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Kefir_CP_Still_v1.jpg?v=1771407043&width=750,Upfront Food Store,kefir,15577004179839
Appel Sap,€3,https://upfront.nl/products/sap,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Sap_Appel_CP_Still_v1_1.jpg?v=1771511204&width=750,Upfront Food Store,sap,15577003295103
Couscous,€3,https://upfront.nl/products/couscous,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Couscous_CP_Still_v1.jpg?v=1771403397&width=750,Upfront Food Store,couscous,15577006408063
Kokossnippers,€3,https://upfront.nl/products/kokossnippers,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Kokossnippers_CP_Still_v1.jpg?v=1771411658&width=750,Upfront Food Store,kokossnippers,15577005949311
Risotto,€3,https://upfront.nl/products/risotto,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Risotto_CP_Still_v1.jpg?v=1771403389&width=750,Upfront Food Store,risotto,15577006342527
Sambal,€3,https://upfront.nl/products/sambal,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Sambal_CP_Still_v1.jpg?v=1771409744&width=750,Upfront Food Store,sambal,15577004769663
Sriracha,€3,https://upfront.nl/products/sriracha,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Sriracha_CP_Still_v1.jpg?v=1771409490&width=750,Upfront Food Store,sriracha,15577004704127
Wraps,€3,https://upfront.nl/products/wraps,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Wraps_CP_Still_v1.jpg?v=1771404263&width=750,Upfront Food Store,wraps,15577000477055
Zoete Aardappel,€3,https://upfront.nl/products/zoete-aardappel,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_SweetPotato_CP_Still_v1.jpg?v=1771408008&width=750,Upfront Food Store,zoete-aardappel,15576998510975
Jam,€3,https://upfront.nl/products/jam-1,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/SWebsite_Aardbeienjam_CP_Still_v1.jpg?v=1772803079&width=750,Upfront Food Store,jam-1,15587258925439
Keltisch Zeezout,"€2,70",https://upfront.nl/products/zeezout,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_ZeezoutGrof_CP_Still_v1.jpg?v=1771404078&width=750,Upfront Food Store,zeezout,15577002410367
Hagel,"€3,50",https://upfront.nl/products/hagel,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/Website_Hagel_CP_Still_v10.jpg?v=1765548209&width=750,Upfront,hagel,15175115211135
Chili Olie,"€3,50",https://upfront.nl/products/chili-olie,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_ChiliOlie_CP_Still_v1.jpg?v=1771409636&width=750,Upfront Food Store,chili-olie,15577002082687
Curry pasta,"€3,50",https://upfront.nl/products/curry-pasta,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_GroeneCurrypasta_CP_Still_v1.jpg?v=1770979834&width=750,Upfront Food Store,curry-pasta,15577002017151
Gefermenteerde Kimchi,"€3,50",https://upfront.nl/products/gefermenteerde-kimchi,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Kimchi_CP_Still_v1_0cda6016-e535-4530-9e69-68ff427c524a.jpg?v=1771511373&width=750,Upfront Food Store,gefermenteerde-kimchi,15577001263487
Groene Thee,"€3,50",https://upfront.nl/products/groene-thee,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_TheeBoxes_GemberMuntRozemarijn_CP_Still_v1.jpg?v=1771407126&width=750,Upfront Food Store,groene-thee,15577002738047
Pizzabodems,"€3,50",https://upfront.nl/products/pizzabodems,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Pizzabodems_CP_Still_v1.jpg?v=1771410555&width=750,Upfront Food Store,pizzabodems,15577003786623
Roomboter,"€3,50",https://upfront.nl/products/roomboter,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Roomboter_CP_Still_v1.jpg?v=1771404887&width=750,Upfront Food Store,roomboter,15577001394559
Witte Wijn Azijn,"€3,50",https://upfront.nl/products/witte-wijn-azijn,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_WitteWijnazijn_CP_Still_v1.jpg?v=1771411710&width=750,Upfront Food Store,witte-wijn-azijn,15577002443135
Kruidenthee,"€3,50",https://upfront.nl/products/kruidenthee,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_TheeBoxes_GemberKurkuma_CP_Still_v1.jpg?v=1771407126&width=750,Upfront Food Store,kruidenthee,15577002672511
Appel Azijn,€4,https://upfront.nl/products/appel-azijn,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Appelazijn_CP_Still_v1.jpg?v=1770976597&width=750,Upfront Food Store,appel-azijn,15577002574207
Boerenkool,€4,https://upfront.nl/products/boerenkool,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Boerenkool_CP_Still_v1.jpg?v=1771408118&width=750,Upfront Food Store,boerenkool,15576997790079
Hazelnoot,€4,https://upfront.nl/products/hazelnoot,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Noten_Hazelnoten_CP_Still_v1_1.jpg?v=1771511125&width=750,Upfront Food Store,hazelnoot,15577006014847
Orgaan Gehakt,€4,https://upfront.nl/products/orgaan-gehakt,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Orgaangehakt_CP_Still_v1.jpg?v=1771405454&width=750,Upfront Food Store,orgaan-gehakt,15577003065727
Roomijs,€4,https://upfront.nl/products/roomijs,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Roomijs_Chocolade_CP_Still_v1_0000.jpg?v=1771511310&width=750,Upfront Food Store,roomijs,15577003164031
Ketchup,€4,https://upfront.nl/products/ketchup-2,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/SWebsite_Ketchup_CP_Still_v1_1.jpg?v=1772802032&width=750,Upfront Food Store,ketchup-2,15587249652095
Amandel,"€4,50",https://upfront.nl/products/amandel,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Noten_Amandelen_CP_Still_v1_128f2e84-95e6-48fb-8b1a-7c4b8888bd99.jpg?v=1771411822&width=750,Upfront Food Store,amandel,15577006145919
Augurken,"€4,50",https://upfront.nl/products/augurken,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Augurken_CP_Still_v1.jpg?v=1771411682&width=750,Upfront Food Store,augurken,15577001066879
Blauwe bessen (diepvries),"€4,50",https://upfront.nl/products/blauwe-bessen-diepvries,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Diepvries_BlauweBessen_CP_Still_v1.jpg?v=1770979749&width=750,Upfront Food Store,blauwe-bessen-diepvries,15577003721087
Bottenbouillon,"€4,50",https://upfront.nl/products/bottenbouillon,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/SWebsite_Bottenbouillon_CP_Still_v2.jpg?v=1772793777&width=750,Upfront Food Store,bottenbouillon,15577005359487
Cashew,"€4,50",https://upfront.nl/products/cashew,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Noten_Cashewnoten_CP_Still_v1_bf0eb94a-d930-4db3-816e-227539891a19.jpg?v=1771411821&width=750,Upfront Food Store,cashew,15577006080383
Frambozen (diepvries),"€4,50",https://upfront.nl/products/frambozen-diepvries,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Diepvries_Frambozen_CP_Still_v1.jpg?v=1770979749&width=750,Upfront Food Store,frambozen-diepvries,15577003655551
Gefermenteerde Groentemix,"€4,50",https://upfront.nl/products/gefermenteerde-groentemix,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_GedermenteerdeGroenten_CP_Still_v1.jpg?v=1770979695&width=750,Upfront Food Store,gefermenteerde-groentemix,15577000935807
Gehakt,"€4,50",https://upfront.nl/products/gehakt,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Rundergehakt_CP_Still_v1.jpg?v=1771405424&width=750,Upfront Food Store,gehakt,15577007194495
Mango,"€4,50",https://upfront.nl/products/mango,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Mango_CP_Still_v1.jpg?v=1771408081&width=750,Upfront Food Store,mango,15576998773119
Parmezaanse kaas,"€4,50",https://upfront.nl/products/parmezaanse-kaas,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Parmigiano_CP_Still_v1_1.jpg?v=1771407388&width=750,Upfront Food Store,parmezaanse-kaas,15577001525631
Pecannoot,"€4,50",https://upfront.nl/products/pecannoot,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Noten_Pecans_CP_Still_v1_c0e7c15e-8ed0-4991-a2d8-3d995baef210.jpg?v=1771411814&width=750,Upfront Food Store,pecannoot,15577005883775
Pijnboompitten,"€4,50",https://upfront.nl/products/pijnboompitten,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Pijnboompitten_CP_Still_v1.jpg?v=1770993903&width=750,Upfront Food Store,pijnboompitten,15577005687167
Rundersaucijs,"€4,50",https://upfront.nl/products/worst,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Rundersaucijs_CP_Still_v1.jpg?v=1771405424&width=750,Upfront Food Store,worst,15577006932351
Walnoot,"€4,50",https://upfront.nl/products/walnoot,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Noten_Walnoten_CP_Still_v1.jpg?v=1770994004&width=750,Upfront Food Store,walnoot,15577005752703
Gedroogde Ananas,"€4,70",https://upfront.nl/products/gedroogde-ananas,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_GedroogdeAnanas_CP_Still_v1.jpg?v=1770979007&width=750,Upfront Food Store,gedroogde-ananas,15577001722239
Gedroogde Mango,"€4,70",https://upfront.nl/products/gedroogde-mango,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_GedroogdeMango_CP_Still_v1.jpg?v=1771403397&width=750,Upfront Food Store,gedroogde-mango,15577001656703
Zuurdesem Pizza,"€4,90",https://upfront.nl/products/zuurdesem-pizza-margherita,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_ZuurdesemPizza_CP_Still_v1.jpg?v=1771410648&width=750,Upfront Food Store,zuurdesem-pizza-margherita,15577003557247
Mayonaise,"€2,50",https://upfront.nl/products/mayonaise,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/Website_Mayonaise_CP_Still_v1.jpg?v=1770123253&width=750,Upfront Food Store,mayonaise,15577005031807
Hazelnootpasta,€5,https://upfront.nl/products/hazelnootpasta,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/Website_Hazelnootpasta_CP_Still_v1.jpg?v=1769447224&width=750,Upfront,hazelnootpasta,14723357540701
Balsamico Azijn,€5,https://upfront.nl/products/balsamico-azijn,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Balsamicoazijn_CP_Still_v1.jpg?v=1770976721&width=750,Upfront Food Store,balsamico-azijn,15577002508671
Bieten Sap,€5,https://upfront.nl/products/bieten-sap,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Sap_BietenAppelGember_CP_Still_v1_1.jpg?v=1771511184&width=750,Upfront Food Store,bieten-sap,15576996872575
Cranberry Sap,€5,https://upfront.nl/products/cranberry-sap,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Sap_CranberryBlaiweBessen_CP_Still_v1_1.jpg?v=1771511168&width=750,Upfront Food Store,cranberry-sap,15576996774271
Rundervet,€5,https://upfront.nl/products/rundervet,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Rundervet_CP_Still_v2.jpg?v=1770993817&width=750,Upfront Food Store,rundervet,15577005425023
Hamburgers,"€5,50",https://upfront.nl/products/burger,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Hamburgers_CP_Still_v1.jpg?v=1771405469&width=750,Upfront Food Store,burger,15577007358335
Zalm,"€5,50",https://upfront.nl/products/zalm,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Zalmfilet_CP_Still_v1.jpg?v=1771411710&width=750,Upfront Food Store,zalm,15577007456639
Pindakaas,€6,https://upfront.nl/products/pindakaas,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/Website_Pindakaas_CP_Still_v1.jpg?v=1765208516&width=750,Upfront,pindakaas,8815007596893
Sojasaus,€6,https://upfront.nl/products/sojasaus,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Sojasaus_CP_Still_v1.jpg?v=1771411710&width=750,Upfront Food Store,sojasaus,15577005228415
Amandel - Rozemarijn,"€3,50",https://upfront.nl/products/amandel-rozemarijn,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Noten_AmandelRozemarijn_CP_Still_v1_633de55d-6eb1-43d7-96cb-b68bf600bfa7.jpg?v=1771411792&width=750,Upfront Food Store,amandel-rozemarijn,15577003000191
Cashew - Zout & Peper,"€3,50",https://upfront.nl/products/cashew-zout-peper,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Noten_CashewPepperZeezout_CP_Still_v1_b775809b-9241-4b97-ad05-b721c549ae41.jpg?v=1771411771&width=750,Upfront Food Store,cashew-zout-peper,15577002934655
Pecan - Kaneel & Zeezout,"€3,50",https://upfront.nl/products/pecan-kaneel-zeezout,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Noten_PecanKaneelZeezout_CP_Still_v1.jpg?v=1771411748&width=750,Upfront Food Store,pecan-kaneel-zeezout,15577002869119
Rauwe Honing,"€6,90",https://upfront.nl/products/honing,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/Website_Honing_CP_Still_v1.jpg?v=1765207254&width=750,Upfront,honing,9839027945821
Oesters,€7,https://upfront.nl/products/oesters,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Oesters_CP_Still_v1.jpg?v=1771411741&width=750,Upfront Food Store,oesters,15577003491711
Koffie Cups,"€7,50",https://upfront.nl/products/koffie-cups-lungo,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/Website_KoffieCups_CP_Still_v1.jpg?v=1765548444&width=750,Upfront,koffie-cups-lungo,15411101499775
Gembershot,"€7,50",https://upfront.nl/products/gembershot,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Sap_GemberLimoenShot_CP_Still_v1_1.jpg?v=1771511147&width=750,Upfront Food Store,gembershot,15577006670207
Kombucha,"€7,50",https://upfront.nl/products/kombucha,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Kombucha_Lavendel_CP_Still_1.jpg?v=1771511204&width=750,Upfront Food Store,kombucha,15577003426175
Medjoul Dadels,"€7,50",https://upfront.nl/products/medjoul-dadels,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_MedjoulDadels_CP_Still_v1.jpg?v=1771403406&width=750,Upfront Food Store,medjoul-dadels,15577001984383
Kaas,€6,https://upfront.nl/products/kaas,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_JongBelegenKaas_CP_Still_v1.jpg?v=1771407388&width=750,Upfront Food Store,kaas,15577001591167
Riblappen,"€8,50",https://upfront.nl/products/riblappen,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Riblappen_CP_Still_v1.jpg?v=1771405446&width=750,Upfront Food Store,riblappen,15577006997887
Koffiebonen,"€9,50",https://upfront.nl/products/koffiebonen,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/Website_KoffieBonen_CP_Still_v1.jpg?v=1765548381&width=750,Upfront,koffiebonen,15411102515583
Biefstukpuntjes,"€9,50",https://upfront.nl/products/biefstukpuntjes,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Biefstukpuntjes_CP_Still_v1.jpg?v=1771405416&width=750,Upfront Food Store,biefstukpuntjes,15576997986687
Gemalen Koffie,"€9,50",https://upfront.nl/products/gemalen-koffie,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/Website_KoffieGemalen_CP_Still_v1.jpg?v=1765548499&width=750,Upfront,gemalen-koffie,15411101860223
Olijfolie,€10,https://upfront.nl/products/supermarkt-olijfolie,https://cdn.shopify.com/s/files/1/0254/4667/8590/files/Website_Olijfolie_CP_Still_v1.jpg?v=1767601157&width=750,Upfront,supermarkt-olijfolie,15411646398847
Kogelbiefstuk,€11,https://upfront.nl/products/kogelbiefstuk,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Kogelbiefstuk_CP_Still_v1.jpg?v=1771405454&width=750,Upfront Food Store,kogelbiefstuk,15577007128959
Bavette,€12,https://upfront.nl/products/bavette,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Bavete_CP_Still_v1_eec95a8e-a801-4220-8181-d93b02d1a2a9.jpg?v=1771405416&width=750,Upfront Food Store,bavette,15576998052223
Kipgehakt,€12,https://upfront.nl/products/kipgehakt,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Kipgehakt_CP_Still_v1.jpg?v=1771405462&width=750,Upfront Food Store,kipgehakt,15577006801279
Entrecote,€13,https://upfront.nl/products/entrecote,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Entercote_CP_Still_v1.jpg?v=1771405469&width=750,Upfront Food Store,entrecote,15577007260031
Kippendijen,€13,https://upfront.nl/products/kippendijen,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Kippendijen_CP_Still_v1.jpg?v=1771405462&width=750,Upfront Food Store,kippendijen,15577006735743
Kipfilet,€14,https://upfront.nl/products/kipfilet,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Kipfilet_CP_Still_v1.jpg?v=1771405462&width=750,Upfront Food Store,kipfilet,15577006866815
Ribeye,€15,https://upfront.nl/products/ribeye,https://cdn.shopify.com/s/files/1/0706/3034/2703/files/SWebsite_Ribeye_CP_Still_v1.jpg?v=1771405446&width=750,Upfront Food Store,ribeye,15577007063423
